lap,t_in_lap,tyre_age,battery_soc_pct,deploy_kw,energy_used_lap_mj,speed_kph,gap_sec,closing_speed_kph,drs_available,mode_ground_truth,overtake_attempted,overtake_success
9,0.9417,9,29.23,35.55,2.765,185.9,1.741,-2.96,False,Balance,False,False
9,0.9422,9,29.22,48.45,2.768,188.8,0.641,2.02,False,Balance,True,False
9,0.9428,9,29.23,-38.59,2.768,170.9,0.653,11.77,False,Harvest,True,True
9,0.9433,9,29.21,92.51,2.773,198.4,0.253,-3.56,False,Push,False,False
9,0.9439,9,29.22,-22.68,2.773,174.6,1.416,14.79,False,Harvest,False,False
9,0.9444,9,29.21,36.15,2.774,187.0,0.248,8.98,False,Balance,True,False
9,0.945,9,29.21,-16.46,2.774,176.2,0.252,7.61,False,Harvest,True,False
9,0.9456,9,29.2,72.74,2.778,195.0,0.44,7.75,False,Push,True,False
9,0.9461,9,29.2,10.33,2.778,182.2,0.813,0.01,False,Balance,True,False
9,0.9467,9,29.21,-36.3,2.778,172.7,1.926,8.74,False,Harvest,False,False
9,0.9472,9,29.21,-13.05,2.778,177.7,0.329,3.16,False,Harvest,True,False
9,0.9478,9,29.21,-21.51,2.778,176.2,0.372,2.91,False,Harvest,True,False
9,0.9483,9,29.21,29.71,2.78,187.1,1.095,-0.79,False,Balance,False,False
9,0.9489,9,29.21,-38.91,2.78,173.0,0.697,16.9,False,Harvest,True,True
9,0.9494,9,29.21,23.8,2.781,186.2,0.075,7.45,False,Balance,True,False
9,0.95,9,29.21,16.72,2.782,184.9,0.58,7.81,False,Balance,True,True
9,0.9506,9,29.2,32.11,2.784,188.3,0.581,13.47,False,Balance,True,True
9,0.9511,9,29.2,-22.57,2.784,177.2,1.166,1.01,False,Harvest,False,False
9,0.9517,9,29.21,-16.28,2.784,178.7,0.121,8.92,False,Harvest,True,False
9,0.9522,9,29.19,119.81,2.79,207.2,0.174,12.72,False,Push,True,False
9,0.9528,9,29.19,-39.04,2.79,174.3,1.606,13.05,False,Harvest,False,False
9,0.9533,9,29.17,119.08,2.796,207.5,0.05,-5.51,False,Push,False,False
9,0.9539,9,29.17,25.0,2.797,188.1,0.145,10.21,False,Balance,True,False
9,0.9544,9,29.18,-37.84,2.797,175.2,0.461,11.25,False,Harvest,True,True
9,0.955,9,29.16,86.55,2.801,201.3,0.624,2.13,False,Push,True,False
9,0.9556,9,29.17,-25.3,2.801,178.2,1.718,17.47,False,Harvest,False,False
9,0.9561,9,29.15,100.91,2.806,204.7,1.058,4.0,False,Push,False,False
9,0.9567,9,29.15,16.8,2.807,187.4,0.687,4.35,False,Balance,True,False
9,0.9572,9,29.14,21.62,2.808,188.6,0.257,-3.98,False,Balance,False,False
9,0.9578,9,29.14,15.11,2.809,187.4,0.413,-6.54,False,Balance,False,False
9,0.9583,9,29.14,20.37,2.81,188.7,0.545,7.19,False,Balance,True,True
9,0.9589,9,29.12,101.98,2.815,205.9,0.204,-12.12,False,Push,False,False
9,0.9594,9,29.12,24.92,2.816,190.1,0.423,4.85,False,Balance,True,False
9,0.96,9,29.1,108.83,2.822,207.8,1.229,-1.4,False,Push,False,False
9,0.9606,9,29.1,-11.19,2.822,183.0,0.05,4.49,False,Harvest,True,False
9,0.9611,9,29.1,-20.24,2.822,181.3,0.871,9.36,False,Harvest,True,False
9,0.9617,9,29.11,-21.68,2.822,181.2,0.218,-7.51,False,Harvest,False,False
9,0.9622,9,29.1,39.2,2.824,194.1,0.542,-6.05,False,Balance,False,False
9,0.9628,9,29.11,-34.98,2.824,178.8,0.05,-5.12,False,Harvest,False,False
9,0.9633,9,29.09,119.64,2.83,211.2,0.462,5.1,False,Push,True,True
9,0.9639,9,29.07,105.29,2.835,208.4,2.168,-2.12,False,Push,False,False
9,0.9644,9,29.07,-38.95,2.835,178.6,0.413,5.46,False,Harvest,True,True
9,0.965,9,29.06,87.7,2.839,205.2,0.683,8.87,False,Push,True,False
9,0.9656,9,29.06,16.89,2.84,190.6,0.767,13.06,False,Balance,True,False
9,0.9661,9,29.06,-13.79,2.84,184.4,0.077,6.69,False,Harvest,True,True
9,0.9667,9,29.04,101.12,2.845,208.6,1.027,15.61,False,Push,False,False
9,0.9672,9,29.04,23.78,2.846,192.7,0.555,12.2,False,Balance,True,True
9,0.9678,9,29.04,-11.07,2.846,185.6,0.257,6.14,False,Harvest,True,False
9,0.9683,9,29.04,-21.15,2.846,183.7,0.189,3.81,False,Harvest,True,False
9,0.9689,9,29.04,23.89,2.848,193.3,1.02,2.85,False,Balance,False,False
9,0.9694,9,29.04,-21.63,2.848,184.0,0.105,6.23,False,Harvest,True,True
9,0.97,9,29.05,-19.12,2.848,184.8,0.526,7.61,False,Harvest,True,True
9,0.9706,9,29.04,45.87,2.85,198.5,0.221,14.17,False,Balance,True,False
9,0.9711,9,29.03,49.66,2.852,199.5,0.771,8.97,False,Balance,True,False
9,0.9717,9,29.03,22.56,2.853,194.1,0.728,14.57,False,Balance,True,True
9,0.9722,9,29.03,-35.24,2.853,182.2,0.166,-2.11,False,Harvest,False,False
9,0.9728,9,29.03,27.33,2.855,195.5,2.622,-0.02,False,Balance,False,False
9,0.9733,9,29.03,-18.94,2.855,186.0,0.05,-5.27,False,Harvest,False,False
9,0.9739,9,29.04,-39.88,2.855,181.9,1.706,7.04,False,Harvest,False,False
9,0.9744,9,29.03,43.88,2.857,199.5,0.077,7.98,False,Balance,True,True
9,0.975,9,29.03,10.13,2.858,192.7,0.403,-1.87,False,Balance,False,False
9,0.9756,9,29.03,-32.54,2.858,184.0,0.223,16.33,False,Harvest,True,True
9,0.9761,9,29.04,-26.7,2.858,185.5,0.476,6.72,False,Harvest,True,True
9,0.9767,9,29.04,-31.9,2.858,184.6,0.316,2.39,False,Harvest,True,False
9,0.9772,9,29.05,-32.87,2.858,184.6,2.405,2.88,False,Harvest,False,False
9,0.9778,9,29.05,-30.0,2.858,185.4,0.253,10.95,False,Harvest,True,False
9,0.9783,9,29.05,48.22,2.86,201.9,0.821,1.33,False,Balance,True,False
9,0.9789,9,29.03,111.81,2.866,215.4,4.758,-2.54,False,Push,False,False
9,0.9794,9,29.02,33.5,2.867,199.3,0.258,10.42,False,Balance,True,False
9,0.98,9,29.03,-20.77,2.867,188.2,1.208,8.12,False,Harvest,False,False
9,0.9806,9,29.02,13.57,2.868,195.5,0.212,15.71,False,Balance,True,False
9,0.9811,9,29.02,19.24,2.869,196.9,0.889,0.3,False,Balance,True,False
9,0.9817,9,29.03,-38.41,2.869,185.1,0.05,4.56,False,Harvest,True,False
9,0.9822,9,29.02,22.38,2.87,198.0,2.305,-3.25,False,Balance,False,False
9,0.9828,9,29.01,106.33,2.875,215.7,0.402,17.33,False,Overtake,True,True
9,0.9833,9,28.99,94.35,2.88,213.4,0.199,11.65,False,Push,True,True
9,0.9839,9,28.99,-24.33,2.88,188.9,0.263,0.15,False,Harvest,True,False
9,0.9844,9,28.98,72.61,2.884,209.3,0.196,12.25,False,Push,True,False
9,0.985,9,28.98,36.32,2.885,201.9,0.211,-3.3,False,Balance,False,False
9,0.9856,9,28.98,-15.74,2.885,191.3,0.112,-5.39,False,Harvest,False,False
9,0.9861,9,28.98,-36.01,2.885,187.3,0.931,18.03,False,Harvest,True,True
9,0.9867,9,28.98,26.69,2.887,200.5,0.05,4.43,False,Balance,True,False
9,0.9872,9,28.99,-34.03,2.887,188.1,0.05,2.5,False,Harvest,True,False
9,0.9878,9,28.99,-22.39,2.887,190.7,0.593,-0.42,False,Harvest,False,False
9,0.9883,9,28.98,44.83,2.889,204.9,0.273,10.07,False,Balance,True,True
9,0.9889,9,28.96,101.08,2.894,216.9,0.643,-4.28,False,Overtake,False,False
9,0.9894,9,28.97,-16.13,2.894,192.7,0.488,0.1,False,Harvest,True,False
9,0.99,9,28.97,-38.99,2.894,188.1,0.292,-12.39,False,Harvest,False,False
9,0.9906,9,28.98,-35.49,2.894,189.0,0.696,7.84,True,Harvest,True,False
9,0.9911,9,28.98,-21.53,2.894,192.2,0.237,7.65,True,Harvest,True,False
9,0.9917,9,28.97,67.83,2.897,211.0,0.346,-0.64,True,Push,False,False
9,0.9922,9,28.97,42.89,2.9,206.0,1.816,12.31,False,Balance,False,False
9,0.9928,9,28.96,21.67,2.901,201.8,0.851,11.31,True,Balance,True,True
9,0.9933,9,28.97,-32.4,2.901,190.7,1.363,12.02,False,Harvest,False,False
9,0.9939,9,28.95,73.3,2.904,213.0,0.908,5.55,True,Push,True,True
9,0.9944,9,28.95,14.3,2.905,200.9,1.057,15.46,False,Balance,False,False
9,0.995,9,28.95,28.95,2.907,204.1,0.077,5.37,True,Balance,True,True
9,0.9956,9,28.93,112.82,2.912,221.8,0.931,-1.99,True,Push,False,False
9,0.9961,9,28.92,28.22,2.914,204.4,0.216,10.01,True,Balance,True,False
9,0.9967,9,28.91,68.73,2.917,213.1,2.451,-1.6,False,Push,False,False
9,0.9972,9,28.91,32.83,2.919,205.8,1.29,20.59,False,Balance,False,False
9,0.9978,9,28.91,-25.42,2.919,193.9,1.489,5.62,False,Harvest,False,False
9,0.9983,9,28.92,-25.07,2.919,194.1,0.522,6.1,True,Harvest,True,False
9,0.9989,9,28.91,45.32,2.921,209.0,0.727,10.62,True,Balance,True,False
9,0.9994,9,28.9,67.05,2.924,213.8,0.988,4.21,True,Push,True,False
10,0.0,10,30.18,43.25,0.002,209.0,1.8,21.84,False,Balance,False,False
10,0.0006,10,30.17,45.9,0.004,209.8,0.44,9.64,True,Balance,True,False
10,0.0011,10,30.17,48.76,0.007,210.6,0.954,11.74,True,Balance,True,False
10,0.0017,10,30.16,49.79,0.009,211.0,0.529,-8.67,True,Balance,False,False
10,0.0022,10,30.16,-25.34,0.009,195.6,0.425,4.24,True,Harvest,True,True
10,0.0028,10,30.17,-34.13,0.009,193.9,1.396,0.69,False,Harvest,False,False
10,0.0033,10,30.16,15.54,0.01,204.5,1.839,3.75,False,Balance,False,False
10,0.0039,10,30.17,-34.39,0.01,194.3,0.787,0.42,True,Harvest,True,False
10,0.0044,10,30.16,41.82,0.012,210.4,0.873,11.58,True,Balance,True,True
10,0.005,10,30.15,49.4,0.015,212.2,0.174,5.71,True,Balance,True,True
10,0.0056,10,30.15,34.71,0.016,209.3,1.394,-3.3,False,Balance,False,False
10,0.0061,10,30.15,-14.2,0.016,199.3,0.122,0.49,True,Harvest,True,False
10,0.0067,10,30.14,97.38,0.021,222.8,0.491,-10.03,True,Push,False,False
10,0.0072,10,30.14,-19.03,0.021,198.8,0.882,14.17,True,Harvest,True,True
10,0.0078,10,30.14,19.8,0.022,207.1,0.05,1.08,True,Balance,True,False
10,0.0083,10,30.13,20.21,0.023,207.4,0.32,0.12,True,Balance,True,False
10,0.0089,10,30.13,-16.43,0.023,199.9,0.349,11.58,True,Harvest,True,False
10,0.0094,10,30.14,-33.97,0.023,196.5,0.192,10.16,True,Harvest,True,True
10,0.01,10,30.13,43.38,0.025,212.8,0.054,-2.82,True,Balance,False,False
10,0.0106,10,30.12,81.13,0.03,220.9,0.128,26.28,True,Push,True,False
10,0.0111,10,30.1,93.72,0.034,223.7,0.552,-6.31,True,Push,False,False
10,0.0117,10,30.1,31.8,0.036,211.0,0.056,-4.35,True,Balance,False,False
10,0.0122,10,30.09,65.56,0.039,218.3,0.094,6.77,True,Push,True,True
10,0.0128,10,30.07,101.27,0.044,225.9,0.05,8.19,True,Overtake,True,True
10,0.0133,10,30.07,33.2,0.046,211.9,0.265,-4.27,True,Balance,False,False
10,0.0139,10,30.05,73.91,0.05,220.6,0.263,-2.79,True,Push,False,False
10,0.0144,10,30.06,-37.11,0.05,197.7,0.559,6.45,True,Harvest,True,False
10,0.015,10,30.06,-21.29,0.05,201.2,0.05,7.75,True,Harvest,True,False
10,0.0156,10,30.06,24.29,0.051,210.9,0.4,-2.78,True,Balance,False,False
10,0.0161,10,30.06,-33.7,0.051,199.0,0.114,5.51,True,Harvest,True,False
10,0.0167,10,30.06,24.81,0.052,211.4,0.05,8.61,True,Balance,True,True
10,0.0172,10,30.04,110.88,0.058,229.6,0.05,13.43,True,Push,True,True
10,0.0178,10,30.05,-26.22,0.058,201.2,0.05,6.22,True,Harvest,True,True
10,0.0183,10,30.05,-13.59,0.058,204.1,0.199,5.56,True,Harvest,True,True
10,0.0189,10,30.04,70.16,0.061,221.7,0.207,-5.35,True,Push,False,False
10,0.0194,10,30.02,92.16,0.066,226.5,0.169,-4.19,True,Push,False,False
10,0.02,10,30.03,-37.75,0.066,199.7,0.228,4.7,True,Harvest,True,True
10,0.0206,10,30.03,-15.13,0.066,204.6,0.58,2.55,True,Harvest,True,True
10,0.0211,10,30.03,20.91,0.067,212.3,0.05,-1.43,True,Balance,False,False
10,0.0217,10,30.02,28.92,0.068,214.2,2.164,4.7,False,Balance,False,False
10,0.0222,10,30.03,-24.55,0.068,203.2,0.137,-3.15,True,Harvest,False,False
10,0.0228,10,30.02,48.72,0.071,218.7,0.695,3.97,True,Balance,True,False
10,0.0233,10,30.02,-32.0,0.071,202.1,0.546,3.38,True,Harvest,True,False
10,0.0239,10,30.03,-31.18,0.071,202.5,0.482,17.25,True,Harvest,True,True
10,0.0244,10,30.02,38.87,0.073,217.3,1.447,19.11,False,Balance,False,False
10,0.025,10,30.01,75.31,0.076,225.1,0.439,-16.16,True,Push,False,False
10,0.0256,10,30.0,36.63,0.078,217.2,0.05,-8.35,True,Balance,False,False
10,0.0261,10,30.0,39.56,0.08,218.0,0.29,13.63,True,Balance,True,True
10,0.0267,10,29.99,33.64,0.082,217.0,0.743,-3.06,True,Balance,False,False
10,0.0272,10,29.99,30.46,0.083,216.6,2.335,0.46,False,Balance,False,False
10,0.0278,10,29.98,49.06,0.086,220.6,0.05,9.59,True,Balance,True,False
10,0.0283,10,29.98,-15.71,0.086,207.4,0.113,-2.98,True,Harvest,False,False
10,0.0289,10,29.97,35.07,0.087,218.1,0.121,1.78,True,Balance,True,False
10,0.0294,10,29.98,-25.4,0.087,205.7,0.196,-4.48,True,Harvest,False,False
10,0.03,10,29.96,99.21,0.092,231.9,1.116,-1.08,False,Overtake,False,False
10,0.0306,10,29.95,64.34,0.096,224.9,0.051,22.99,True,Push,True,True
10,0.0311,10,29.96,-27.78,0.096,205.9,0.05,-7.1,True,Harvest,False,False
10,0.0317,10,29.96,-32.74,0.096,205.0,0.749,7.6,True,Harvest,True,True
10,0.0322,10,29.94,112.62,0.101,235.5,0.169,14.15,True,Push,True,False
10,0.0328,10,29.95,-36.24,0.101,204.7,0.275,8.63,True,Harvest,True,False
10,0.0333,10,29.94,46.39,0.104,222.1,0.356,-2.21,True,Balance,False,False
10,0.0339,10,29.94,10.74,0.104,214.9,0.358,17.45,True,Balance,True,True
10,0.0344,10,29.93,35.3,0.106,220.2,0.303,10.6,True,Balance,True,False
10,0.035,10,29.93,18.22,0.107,216.9,0.435,-9.66,True,Balance,False,False
10,0.0356,10,29.93,13.68,0.108,216.1,0.444,5.28,True,Balance,True,False
10,0.0361,10,29.93,-12.6,0.108,210.9,2.381,-0.66,False,Harvest,False,False
10,0.0367,10,29.93,12.96,0.108,216.4,0.111,-4.15,True,Balance,False,False
10,0.0372,10,29.92,35.82,0.11,221.4,1.746,15.34,False,Balance,False,False
10,0.0378,10,29.92,20.99,0.111,218.5,1.005,14.26,False,Balance,False,False
10,0.0383,10,29.91,44.45,0.113,223.6,0.482,-3.03,True,Balance,False,False
10,0.0389,10,29.9,40.3,0.115,222.9,0.05,7.35,True,Balance,True,True
10,0.0394,10,29.9,44.73,0.117,224.0,0.934,2.23,True,Balance,True,False
10,0.04,10,29.89,49.52,0.12,225.2,0.211,0.06,True,Balance,True,True
10,0.0406,10,29.89,-21.74,0.12,210.6,0.316,3.74,True,Harvest,True,True
10,0.0411,10,29.89,15.76,0.121,218.6,0.894,-6.27,True,Balance,False,False
10,0.0417,10,29.88,46.7,0.123,225.3,1.747,-1.45,False,Balance,False,False
10,0.0422,10,29.88,22.11,0.124,220.3,0.117,0.21,True,Balance,True,True
10,0.0428,10,29.88,-19.25,0.124,211.9,0.956,9.28,True,Harvest,True,True
10,0.0433,10,29.88,20.25,0.125,220.4,0.826,14.4,True,Balance,True,True
10,0.0439,10,29.86,78.78,0.129,232.8,0.054,16.08,True,Push,True,True
10,0.0444,10,29.86,38.72,0.131,224.6,0.202,3.72,True,Balance,True,False
10,0.045,10,29.85,23.9,0.132,221.7,0.168,4.73,True,Balance,True,True
10,0.0456,10,29.85,23.18,0.133,221.8,0.203,4.45,True,Balance,True,False
10,0.0461,10,29.85,-22.12,0.133,212.5,1.11,12.66,False,Harvest,False,False
10,0.0467,10,29.85,17.4,0.134,221.0,0.165,25.59,True,Balance,True,True
10,0.0472,10,29.85,-17.14,0.134,214.0,1.093,31.08,False,Harvest,False,False
10,0.0478,10,29.86,-35.63,0.134,210.3,0.897,-3.4,True,Harvest,False,False
10,0.0483,10,29.84,91.35,0.139,237.0,0.407,10.39,True,Overtake,True,False
10,0.0489,10,29.83,63.98,0.142,231.5,1.017,-18.29,False,Push,False,False
10,0.0494,10,29.83,42.46,0.144,227.2,0.122,-8.35,True,Balance,False,False
10,0.05,10,29.82,15.55,0.145,221.8,0.395,7.51,True,Balance,True,True
10,0.0506,10,29.82,25.2,0.146,224.0,0.258,-3.74,True,Balance,False,False
10,0.0511,10,29.82,10.4,0.147,221.1,1.126,3.31,False,Balance,False,False
10,0.0517,10,29.8,109.42,0.152,241.9,0.05,-3.77,True,Overtake,False,False
10,0.0522,10,29.78,105.63,0.158,241.3,1.218,3.27,False,Push,False,False
10,0.0528,10,29.79,-33.19,0.158,212.6,0.271,-14.67,True,Harvest,False,False
10,0.0533,10,29.78,75.52,0.161,235.5,1.304,6.29,False,Push,False,False
10,0.0539,10,29.77,20.96,0.162,224.3,0.242,5.33,True,Balance,True,True
10,0.0544,10,29.77,-11.17,0.162,217.8,0.79,-3.02,True,Harvest,False,False
10,0.055,10,29.78,-38.81,0.162,212.2,1.399,9.15,False,Harvest,False,False
10,0.0556,10,29.77,38.74,0.164,228.6,0.469,23.99,True,Balance,True,True
10,0.0561,10,29.78,-26.93,0.164,215.1,1.69,-3.17,False,Harvest,False,False
10,0.0567,10,29.78,-36.73,0.164,213.3,0.255,-2.25,True,Harvest,False,False
10,0.0572,10,29.78,39.33,0.166,229.3,0.756,13.15,True,Balance,True,True
10,0.0578,10,29.78,11.86,0.167,223.8,0.34,18.03,True,Balance,True,True
10,0.0583,10,29.77,19.15,0.168,225.5,0.615,6.08,True,Balance,True,False
10,0.0589,10,29.76,91.83,0.172,240.8,1.001,9.91,False,Push,False,False
10,0.0594,10,29.75,20.6,0.173,226.2,0.488,6.53,True,Balance,True,False
10,0.06,10,29.73,118.23,0.179,246.7,2.842,1.22,False,Push,False,False
10,0.0606,10,29.74,-20.71,0.179,218.0,0.172,2.81,True,Harvest,True,False
10,0.0611,10,29.74,12.46,0.18,225.1,0.585,6.8,True,Balance,True,False
10,0.0617,10,29.73,49.14,0.182,232.9,1.605,0.4,False,Balance,False,False
10,0.0622,10,29.72,40.33,0.184,231.3,0.17,6.55,True,Balance,True,False
10,0.0628,10,29.73,-39.79,0.184,214.8,0.05,-3.71,True,Harvest,False,False
10,0.0633,10,29.71,111.68,0.19,246.5,1.547,0.61,False,Overtake,False,False
10,0.0639,10,29.71,-30.83,0.19,217.0,0.493,11.55,True,Harvest,True,True
10,0.0644,10,29.7,98.9,0.195,244.2,0.171,-12.21,True,Overtake,False,False
10,0.065,10,29.69,61.26,0.198,236.6,0.64,9.26,True,Push,True,True
10,0.0656,10,29.69,-21.51,0.198,219.5,0.677,-0.76,True,Harvest,False,False
10,0.0661,10,29.69,31.48,0.2,230.8,0.574,3.94,True,Balance,True,True
10,0.0667,10,29.69,-22.66,0.2,219.7,0.805,0.19,True,Harvest,True,True
10,0.0672,10,29.68,29.48,0.201,230.7,0.163,16.27,True,Balance,True,True
10,0.0678,10,29.67,91.6,0.206,243.9,0.417,-4.18,True,Overtake,False,False
10,0.0683,10,29.67,-23.95,0.206,220.0,1.367,-7.48,False,Harvest,False,False
10,0.0689,10,29.67,30.82,0.207,231.6,0.199,-22.47,True,Balance,False,False
10,0.0694,10,29.67,-16.33,0.207,222.0,0.05,8.74,True,Harvest,True,False
10,0.07,10,29.67,-21.63,0.207,221.0,0.073,2.69,True,Harvest,True,True
10,0.0706,10,29.68,-25.98,0.207,220.3,0.444,0.27,True,Harvest,True,True
10,0.0711,10,29.67,39.8,0.209,234.2,0.144,2.08,True,Balance,True,True
10,0.0717,10,29.67,-10.11,0.209,224.0,0.737,8.39,True,Harvest,True,True
10,0.0722,10,29.67,12.75,0.21,229.0,0.149,12.23,True,Balance,True,True
10,0.0728,10,29.67,28.84,0.211,232.5,0.662,9.07,True,Balance,True,False
10,0.0733,10,29.66,37.34,0.213,234.5,0.05,-10.7,True,Balance,False,False
10,0.0739,10,29.65,85.23,0.217,244.6,0.085,13.97,True,Push,True,False
10,0.0744,10,29.63,94.93,0.222,246.8,0.347,3.57,True,Overtake,True,True
10,0.075,10,29.64,-32.44,0.222,220.5,0.251,31.75,True,Harvest,True,False
10,0.0756,10,29.64,-19.07,0.222,223.5,0.185,9.32,True,Harvest,True,True
10,0.0761,10,29.64,14.63,0.223,230.7,0.154,-3.45,True,Balance,False,False
10,0.0767,10,29.64,-39.15,0.223,219.6,0.346,24.33,True,Harvest,True,False
10,0.0772,10,29.64,43.68,0.225,237.1,1.192,-1.7,False,Balance,False,False
10,0.0778,10,29.64,-20.89,0.225,223.8,0.211,5.81,True,Harvest,True,False
10,0.0783,10,29.62,94.04,0.23,247.9,0.331,5.55,True,Push,True,True
10,0.0789,10,29.61,88.34,0.234,246.9,0.593,3.12,True,Push,True,False
10,0.0794,10,29.61,-34.3,0.234,221.6,0.144,5.27,True,Harvest,True,True
10,0.08,10,29.61,33.73,0.236,235.9,0.254,10.94,True,Balance,True,True
10,0.0806,10,29.61,10.19,0.236,231.2,1.445,2.4,False,Balance,False,False
10,0.0811,10,29.6,28.61,0.238,235.2,0.05,0.18,True,Balance,True,True
10,0.0817,10,29.61,-22.79,0.238,224.7,0.751,7.49,True,Harvest,True,False
10,0.0822,10,29.61,-34.53,0.238,222.4,2.31,4.52,False,Harvest,False,False
10,0.0828,10,29.6,95.53,0.243,249.7,1.572,-2.86,False,Push,False,False
10,0.0833,10,29.58,103.53,0.248,251.6,0.949,4.05,True,Overtake,True,True
10,0.0839,10,29.58,-31.23,0.248,223.7,0.491,7.23,True,Harvest,True,False
10,0.0844,10,29.59,-32.97,0.248,223.5,0.064,3.27,True,Harvest,True,False
10,0.085,10,29.58,49.87,0.25,240.9,0.05,8.21,True,Balance,True,True
10,0.0856,10,29.59,-29.57,0.25,224.6,0.131,-5.16,True,Harvest,False,False
10,0.0861,10,29.59,-29.27,0.25,224.8,0.737,5.24,True,Harvest,True,True
10,0.0867,10,29.59,11.04,0.251,233.4,0.358,12.72,True,Balance,True,False
10,0.0872,10,29.58,62.98,0.254,244.4,0.07,15.43,True,Push,True,True
10,0.0878,10,29.58,16.25,0.255,234.8,0.815,8.31,True,Balance,True,True
10,0.0883,10,29.58,-24.17,0.255,226.6,0.245,-2.99,True,Harvest,False,False
10,0.0889,10,29.58,-27.54,0.255,226.1,0.05,19.49,True,Harvest,True,False
10,0.0894,10,29.57,74.93,0.258,247.6,1.63,17.06,False,Push,False,False
10,0.09,10,29.56,46.28,0.261,241.8,0.064,16.7,True,Balance,True,True
10,0.0906,10,29.57,-32.96,0.261,225.5,0.478,0.46,True,Harvest,True,False
10,0.0911,10,29.55,113.53,0.266,256.2,1.274,3.96,False,Push,False,False
10,0.0917,10,29.54,45.03,0.269,242.1,1.089,2.7,False,Balance,False,False
10,0.0922,10,29.53,95.53,0.274,252.8,1.571,4.23,False,Push,False,False
10,0.0928,10,29.52,18.97,0.274,237.0,1.736,1.29,False,Balance,False,False
10,0.0933,10,29.51,110.64,0.28,256.3,0.84,-4.98,True,Overtake,False,False
10,0.0939,10,29.5,37.54,0.282,241.2,0.876,0.09,True,Balance,True,True
10,0.0944,10,29.5,21.95,0.283,238.1,0.33,8.0,True,Balance,True,True
10,0.095,10,29.49,45.57,0.285,243.2,0.317,22.38,True,Balance,True,True
10,0.0956,10,29.49,21.63,0.286,238.4,0.099,-8.75,True,Balance,False,False
10,0.0961,10,29.48,10.62,0.287,236.3,0.468,0.59,True,Balance,True,True
10,0.0967,10,29.48,11.64,0.287,236.7,0.119,11.08,True,Balance,True,False
10,0.0972,10,29.48,19.46,0.288,238.5,0.407,2.12,True,Balance,True,False
10,0.0978,10,29.48,-34.99,0.288,227.3,1.518,7.43,False,Harvest,False,False
10,0.0983,10,29.49,-32.44,0.288,228.0,1.324,17.59,False,Harvest,False,False
10,0.0989,10,29.5,-38.51,0.288,226.9,0.089,-0.17,True,Harvest,False,False
10,0.0994,10,29.5,-12.25,0.288,232.5,0.813,13.75,True,Harvest,True,True
10,0.1,10,29.5,11.27,0.289,237.6,0.922,4.85,False,Balance,True,False
10,0.1006,10,29.5,-35.77,0.289,228.0,0.939,-9.68,False,Harvest,False,False
10,0.1011,10,29.51,-27.79,0.289,229.8,0.05,7.14,False,Harvest,True,False
10,0.1017,10,29.51,-24.46,0.289,230.7,0.696,3.82,False,Harvest,True,False
10,0.1022,10,29.52,-35.59,0.289,228.5,0.069,12.13,False,Harvest,True,True
10,0.1028,10,29.52,-37.33,0.289,228.3,0.398,2.47,False,Harvest,True,False
10,0.1033,10,29.52,20.0,0.29,240.4,1.958,6.51,False,Balance,False,False
10,0.1039,10,29.51,48.92,0.292,246.6,0.279,12.03,False,Balance,True,True
10,0.1044,10,29.52,-26.78,0.292,231.0,0.45,6.97,False,Harvest,True,True
10,0.105,10,29.52,-23.95,0.292,231.8,0.07,-8.35,False,Harvest,False,False
10,0.1056,10,29.53,-34.93,0.292,229.7,0.606,15.93,False,Harvest,True,False
10,0.1061,10,29.53,-19.97,0.292,232.9,0.137,0.7,False,Harvest,True,False
10,0.1067,10,29.53,-25.51,0.292,232.0,0.38,-15.33,False,Harvest,False,False
10,0.1072,10,29.54,-18.62,0.292,233.6,0.838,3.6,False,Harvest,True,False
10,0.1078,10,29.54,-17.12,0.292,234.0,0.5,-0.85,False,Harvest,False,False
10,0.1083,10,29.53,26.66,0.294,243.3,0.806,-2.18,False,Balance,False,False
10,0.1089,10,29.53,18.88,0.295,241.9,2.312,4.51,False,Balance,False,False
10,0.1094,10,29.52,91.42,0.299,257.1,0.35,16.01,False,Overtake,True,True
10,0.11,10,29.52,-26.56,0.299,232.7,1.094,7.05,False,Harvest,False,False
10,0.1106,10,29.51,89.36,0.304,257.0,0.523,6.0,False,Push,True,False
10,0.1111,10,29.5,49.68,0.306,248.9,0.262,10.0,False,Balance,True,True
10,0.1117,10,29.5,-38.03,0.306,230.8,1.459,7.67,False,Harvest,False,False
10,0.1122,10,29.5,35.43,0.308,246.3,0.263,-1.93,False,Balance,False,False
10,0.1128,10,29.49,25.55,0.309,244.4,0.771,0.68,False,Balance,True,False
10,0.1133,10,29.48,105.29,0.315,261.1,0.05,5.01,False,Push,True,True
10,0.1139,10,29.48,-33.25,0.315,232.4,0.095,16.0,False,Harvest,True,True
10,0.1144,10,29.47,92.56,0.319,258.8,0.128,12.03,False,Push,True,False
10,0.115,10,29.46,25.43,0.32,245.0,0.331,5.33,False,Balance,True,False
10,0.1156,10,29.45,93.6,0.325,259.3,0.416,7.26,False,Overtake,True,False
10,0.1161,10,29.45,-24.17,0.325,235.0,0.19,11.07,False,Harvest,True,False
10,0.1167,10,29.43,113.08,0.331,263.7,0.301,15.73,False,Overtake,True,True
10,0.1172,10,29.42,42.49,0.333,249.2,1.123,8.56,False,Balance,False,False
